loss,accuracy,val_loss,val_accuracy,lr
5.490732669830322,0.01666666753590107,3.9760944843292236,0.01666666753590107,0.01
4.718276023864746,0.01666666753590107,3.976132869720459,0.01666666753590107,0.01
4.163885116577148,0.11666666716337204,3.9659738540649414,0.01666666753590107,0.01
3.875727891921997,0.10000000149011612,3.966970682144165,0.01666666753590107,0.01
4.015894889831543,0.10000000149011612,3.9690794944763184,0.01666666753590107,0.01
3.593583822250366,0.21666666865348816,3.959834337234497,0.03333333507180214,0.01
3.3357913494110107,0.18333333730697632,3.961935520172119,0.05000000074505806,0.01
3.0207936763763428,0.15000000596046448,3.9489660263061523,0.03333333507180214,0.01
3.4381601810455322,0.15000000596046448,3.949044704437256,0.03333333507180214,0.01
2.7978973388671875,0.2666666805744171,3.958353281021118,0.03333333507180214,0.01
2.521522045135498,0.25,3.955108880996704,0.01666666753590107,0.01
2.6801228523254395,0.4333333373069763,3.94769549369812,0.06666667014360428,0.01
2.616183042526245,0.36666667461395264,3.9552836418151855,0.05000000074505806,0.01
2.647386074066162,0.2666666805744171,3.948737621307373,0.03333333507180214,0.01
2.2194645404815674,0.3333333432674408,3.9384939670562744,0.0833333358168602,0.01
2.322333574295044,0.28333333134651184,3.9661056995391846,0.05000000074505806,0.01
1.8934662342071533,0.4166666567325592,3.9688949584960938,0.03333333507180214,0.01
1.7679344415664673,0.44999998807907104,3.971797466278076,0.05000000074505806,0.01
1.529139757156372,0.550000011920929,3.9740147590637207,0.03333333507180214,0.01
1.7189860343933105,0.44999998807907104,3.9328739643096924,0.0833333358168602,0.01
1.9274249076843262,0.46666666865348816,3.918736457824707,0.05000000074505806,0.01
1.602502465248108,0.5666666626930237,3.914337396621704,0.0833333358168602,0.01
1.7194373607635498,0.4833333194255829,3.890402317047119,0.06666667014360428,0.01
1.6751307249069214,0.5166666507720947,3.9040229320526123,0.06666667014360428,0.01
1.6828981637954712,0.4333333373069763,3.9065709114074707,0.06666667014360428,0.01
1.5621470212936401,0.5833333134651184,3.903996706008911,0.06666667014360428,0.01
1.438362956047058,0.6333333253860474,3.9143245220184326,0.0833333358168602,0.01
1.308102011680603,0.6499999761581421,3.8897745609283447,0.06666667014360428,0.01
1.396947979927063,0.6166666746139526,3.8564112186431885,0.06666667014360428,0.01
1.2136296033859253,0.6833333373069763,3.8632681369781494,0.06666667014360428,0.01
1.2010000944137573,0.6333333253860474,3.7900242805480957,0.06666667014360428,0.01
1.3455337285995483,0.5833333134651184,3.7861037254333496,0.10000000149011612,0.01
1.0435258150100708,0.699999988079071,3.8078958988189697,0.10000000149011612,0.01
